<<<<<<< HEAD
"","density","alcohol","citric.acid","residual.sugar","pH","type","quality"
"43",2.43840370156158,3.34782608695652,2.40963855421687,1.93865030674847,3.86046511627907,"white","3"
"44",2.0913823019086,2.95652173913043,2.46385542168675,1.11042944785276,4.48837209302326,"white","3"
"45",2.0913823019086,2.95652173913043,2.40963855421687,1.11042944785276,4.62790697674419,"white","3"
"46",2.03932909196066,3.60869565217391,2.68072289156627,1.11042944785276,4.06976744186047,"white","4"
"47",2.1954887218045,3.34782608695652,2.40963855421687,1.52453987730061,4.83720930232558,"white","1"
"48",2.17813765182186,3.34782608695652,2.35542168674699,1.52453987730061,4.69767441860465,"white","2"
"49",2.43840370156158,3.34782608695652,2.40963855421687,1.93865030674847,3.86046511627907,"white","3"
"50",2.36899942163099,3.34782608695652,2.89759036144578,1.60736196319018,5.46511627906977,"white","2"
"51",1.79641411220358,5.82608695652174,2.68072289156627,1.13803680981595,5.3953488372093,"white","3"
"52",1.74436090225562,4.91304347826087,2.57228915662651,1.06901840490798,5.32558139534884,"white","4"
"53",1.67495662232503,4.78260869565217,2.78915662650602,1.06901840490798,5.18604651162791,"white","4"
"54",1.69230769230768,4.78260869565217,2.89759036144578,1.05521472392638,5.11627906976744,"white","3"
"55",2.02197802197801,2.43478260869565,4.19879518072289,1.04141104294479,3.30232558139535,"white","3"
"56",1.64025448235974,4.91304347826087,2.89759036144578,1.09662576687117,3.86046511627907,"white","3"
"57",2.57721226142278,3.08695652173913,2.8433734939759,2.55981595092025,3.58139534883721,"white","3"
"58",2.75072296124927,2.17391304347826,2.40963855421687,2.62883435582822,5.04651162790698,"white","3"
"59",2.03932909196066,3.8695652173913,1.81325301204819,1.5521472392638,3.72093023255814,"white","3"
"60",1.95257374204743,3.47826086956522,2.95180722891566,1.08282208588957,5.46511627906977,"white","3"
"61",2.38635049161364,1.78260869565217,2.30120481927711,1.59355828220859,3.16279069767442,"white","3"
"62",2.75072296124927,2.17391304347826,2.40963855421687,2.62883435582822,5.04651162790698,"white","3"
"63",1.67495662232503,4.26086956521739,1.37951807228916,1.06901840490798,3.09302325581395,"white","2"
"64",2.03932909196066,3.8695652173913,1.81325301204819,1.5521472392638,3.72093023255814,"white","3"
"65",1.96992481203007,4,2.46385542168675,1.11042944785276,4,"white","3"
"66",2.0913823019086,2.43478260869565,1.16265060240964,1.08282208588957,4.48837209302326,"white","2"
"67",1.55349913244649,7,2.30120481927711,1.80061349693252,4.48837209302326,"white","4"
"68",1.84846732215152,3.34782608695652,1.70481927710843,1.08282208588957,3.93023255813954,"white","2"
"69",1.95257374204743,4.52173913043478,2.68072289156627,1.20705521472393,5.25581395348837,"white","5"
"70",2.57721226142278,2.95652173913043,2.57228915662651,2.31134969325153,3.86046511627907,"white","2"
"71",2.47310584152689,2.30434782608696,3.33132530120482,1.99386503067485,3.65116279069767,"white","3"
"72",2.50780798149219,2.95652173913043,2.24698795180723,1.5521472392638,5.18604651162791,"white","2"
"73",2.61191440138807,3.60869565217391,2.51807228915663,1.57975460122699,7.76744186046512,"white","2"
"74",2.21283979178715,2.43478260869565,3.49397590361446,1.05521472392638,2.6046511627907,"white","3"
"75",1.95257374204743,4.52173913043478,2.68072289156627,1.20705521472393,5.25581395348837,"white","5"
"76",2.57721226142278,2.95652173913043,2.57228915662651,2.31134969325153,3.86046511627907,"white","2"
"77",1.46674378253325,7.1304347826087,2.95180722891566,1.11042944785276,4.76744186046511,"white","4"
"78",1.70965876229033,6.21739130434783,2.8433734939759,1.09662576687117,5.11627906976744,"white","4"
"79",2.55986119144013,2.69565217391304,2.62650602409639,2.1319018404908,2.53488372093023,"white","2"
"80",2.35164835164835,2.30434782608696,2.51807228915663,1.66257668711656,4.83720930232558,"white","2"
"81",2.00462695199537,4.39130434782609,2.68072289156627,1.11042944785276,5.67441860465116,"white","3"
"82",2.97628687102372,2.56521739130435,2.8433734939759,3.12576687116564,4.41860465116279,"white","3"
"83",2.29959514170041,3.60869565217391,2.08433734939759,1.75920245398773,4.13953488372093,"white","2"
"84",2.64661654135338,2.95652173913043,2.62650602409639,2.04907975460123,5.25581395348837,"white","3"
"85",2.78542510121456,1.91304347826087,4.30722891566265,2.54601226993865,3.72093023255814,"white","2"
"86",2.80277617119723,1.91304347826087,4.36144578313253,2.54601226993865,3.7906976744186,"white","3"
"87",2.78542510121456,1.91304347826087,4.41566265060241,2.43558282208589,3.58139534883721,"white","3"
"88",2.75072296124927,3.21739130434782,2.68072289156627,2.75306748466258,4.48837209302326,"white","3"
"89",2.78542510121456,1.91304347826087,4.30722891566265,2.54601226993865,3.72093023255814,"white","2"
"90",2.80277617119723,1.91304347826087,4.36144578313253,2.54601226993865,3.7906976744186,"white","3"
"91",2.78542510121456,1.91304347826087,4.41566265060241,2.43558282208589,3.58139534883721,"white","3"
"92",2.49045691150954,2.30434782608696,3.33132530120482,1.95245398773006,3.7906976744186,"white","2"
"93",1.50144592249855,7,2.78915662650602,1.15184049079755,4.76744186046511,"white","4"
"94",1.4840948525159,7,2.78915662650602,1.16564417177914,4.69767441860465,"white","4"
"95",1.77906304222094,5.56521739130435,2.73493975903614,1.15184049079755,4.41860465116279,"white","4"
"96",2.69866975130132,2.56521739130435,2.57228915662651,2.62883435582822,3.23255813953488,"white","3"
"97",2.87218045112781,2.04347826086957,4.57831325301205,3.11196319018405,3.93023255813954,"white","3"
"98",1.72700983227298,5.43478260869565,2.95180722891566,1.08282208588957,2.6046511627907,"white","4"
"99",2.47310584152689,3.73913043478261,3.49397590361446,2.36656441717791,2.18604651162791,"white","1"
"100",2.87218045112781,2.04347826086957,4.57831325301205,3.11196319018405,3.93023255813954,"white","3"
"101",2.80277617119723,2.43478260869565,3.00602409638554,2.78067484662577,2.95348837209302,"white","2"
"102",2.57721226142278,2.82608695652174,2.73493975903614,2.24233128834356,5.74418604651163,"white","2"
"103",2.71602082128397,2.82608695652174,2.30120481927711,2.58742331288344,5.32558139534884,"white","2"
"104",3.23655292076344,2.30434782608696,3.16867469879518,3.5260736196319,2.88372093023256,"white","2"
"105",2.80277617119723,2.43478260869565,3.00602409638554,2.78067484662577,2.95348837209302,"white","2"
"106",2.78542510121456,2.56521739130435,2.73493975903614,2.90490797546012,4.34883720930233,"white","3"
"107",2.57721226142278,2.82608695652174,2.73493975903614,2.24233128834356,5.74418604651163,"white","2"
"108",3.06304222093695,2.43478260869565,2.89759036144578,3.19478527607362,4.06976744186047,"white","3"
"109",3.06304222093695,2.43478260869565,2.89759036144578,3.19478527607362,4.06976744186047,"white","3"
"110",1.96992481203007,4,2.51807228915663,1.09662576687117,4.83720930232558,"white","2"
"111",2.52515905147484,2.04347826086957,3.92771084337349,2.09049079754601,2.18604651162791,"white","3"
"112",3.23655292076344,2.17391304347826,3.49397590361446,3.50536809815951,3.23255813953488,"white","2"
"113",2.92423366107576,2.56521739130435,3.71084337349398,2.75306748466258,3.02325581395349,"white","2"
"114",2.68131868131868,2.43478260869565,2.8433734939759,2.18711656441718,4.48837209302326,"white","2"
"115",2.68131868131868,2.43478260869565,2.8433734939759,2.18711656441718,4.48837209302326,"white","2"
"116",2.1954887218045,3.21739130434782,1,1.12423312883436,7.34883720930233,"white","1"
"117",1.74436090225562,5.30434782608696,2.30120481927711,1.37269938650307,5.11627906976744,"white","3"
"118",1.69230769230768,5.95652173913043,3.16867469879518,1.15184049079755,4.27906976744186,"white","3"
"119",2.92423366107576,2.56521739130435,3.71084337349398,2.75306748466258,3.02325581395349,"white","2"
"120",2.92423366107576,2.56521739130435,3.60240963855422,2.75306748466258,3.23255813953488,"white","2"
"121",2.0913823019086,3.8695652173913,1.21686746987952,1.70398773006135,4.48837209302326,"white","2"
"122",2.95893580104105,2.04347826086957,2.73493975903614,2.60122699386503,3.02325581395349,"white","2"
"123",2.40370156159629,3.21739130434782,2.68072289156627,1.86273006134969,4.97674418604651,"white","2"
"124",2.40370156159629,2.43478260869565,2.51807228915663,1.60736196319018,4.97674418604651,"white","3"
"125",1.98727588201272,3.34782608695652,3.54819277108434,1.13803680981595,4.41860465116279,"white","3"
"126",1.70965876229033,4.91304347826087,2.95180722891566,1.06901840490798,4.83720930232558,"white","3"
"127",2.1954887218045,4.26086956521739,2.24698795180723,1.88343558282209,3.93023255813954,"white","2"
"128",2.50780798149219,3.21739130434782,2.73493975903614,1.96625766871166,6.09302325581396,"white","4"
"129",1.91787160208211,4.78260869565217,4.03614457831325,1.30368098159509,5.04651162790698,"white","4"
"130",1.91787160208211,4.78260869565217,4.03614457831325,1.2898773006135,5.11627906976744,"white","3"
"131",2.1954887218045,4.39130434782609,2.35542168674699,2.35276073619632,5.67441860465116,"white","2"
"132",2.50780798149219,3.21739130434782,2.73493975903614,1.96625766871166,6.09302325581396,"white","4"
"133",2.87218045112781,2.30434782608696,3.16867469879518,2.72546012269939,4.55813953488372,"white","2"
"134",2.92423366107576,2.56521739130435,2.46385542168675,3.09815950920245,4.62790697674419,"white","2"
"135",2.55986119144013,2.17391304347826,2.19277108433735,2.03527607361963,4.27906976744186,"white","2"
"136",2.87218045112781,3.08695652173913,2.68072289156627,3.08435582822086,4.76744186046511,"white","2"
"137",1.84846732215152,4.52173913043478,3.16867469879518,1.08282208588957,3.7906976744186,"white","3"
"138",2.80277617119723,1.91304347826087,4.63253012048193,2.36656441717791,4.06976744186047,"white","2"
"139",1.79641411220358,4.65217391304348,2.95180722891566,1.17944785276074,4,"white","4"
"140",1.90052053209947,5.95652173913043,3.1144578313253,1.17944785276074,4.55813953488372,"white","3"
"141",1.96992481203007,3.8695652173913,2.8433734939759,1.22085889570552,5.04651162790698,"white","2"
"142",2.80277617119723,1.91304347826087,4.63253012048193,2.36656441717791,4.06976744186047,"white","2"
"143",1.84846732215152,4.65217391304348,3.16867469879518,1.08282208588957,4.41860465116279,"white","3"
"144",2.31694621168305,3.21739130434782,3.22289156626506,1.51073619631902,4.2093023255814,"white","3"
"145",1.86581839213417,5.17391304347826,3.16867469879518,1.19325153374233,3.7906976744186,"white","3"
"146",1.5882012724118,4.78260869565217,3.00602409638554,1.06901840490798,2.95348837209302,"white","3"
"147",1.81376518218623,3.73913043478261,2.46385542168675,1.11042944785276,4.90697674418604,"white","3"
"148",2.38635049161364,2.30434782608696,1.75903614457831,1.63496932515337,5.6046511627907,"white","1"
"149",1.79641411220358,6.21739130434783,2.78915662650602,1.5521472392638,5.6046511627907,"white","4"
"150",2.1954887218045,2.82608695652174,2.62650602409639,1.48312883435583,2.88372093023256,"white","3"
"151",2.0913823019086,5.56521739130435,3.06024096385542,2.02147239263804,3.7906976744186,"white","4"
"152",2.68131868131868,3.47826086956522,3.49397590361446,2.32515337423313,3.93023255813954,"white","3"
"153",2.1954887218045,2.82608695652174,2.62650602409639,1.48312883435583,2.88372093023256,"white","3"
"154",1.83111625216888,4.1304347826087,3.22289156626506,1.08282208588957,3.93023255813954,"white","2"
"155",2.64661654135338,3.21739130434782,3.16867469879518,1.95245398773006,3.37209302325581,"white","3"
"156",2.87218045112781,2.17391304347826,3.27710843373494,2.84969325153374,2.18604651162791,"white","3"
"157",2.87218045112781,2.17391304347826,3.27710843373494,2.84969325153374,2.18604651162791,"white","3"
"158",1.46674378253325,6.73913043478261,2.30120481927711,1.12423312883436,4.97674418604651,"white","4"
"159",1.39733950260264,6.34782608695652,1.21686746987952,1.11042944785276,5.46511627906977,"white","5"
"160",1.39733950260264,6.34782608695652,1.21686746987952,1.11042944785276,5.46511627906977,"white","5"
"161",1.46674378253325,6.73913043478261,2.30120481927711,1.12423312883436,4.97674418604651,"white","4"
"162",2.88953152111046,2.43478260869565,4.03614457831325,2.91871165644172,2.81395348837209,"white","2"
"163",2.05668016194331,4.39130434782609,2.62650602409639,1.57975460122699,4.90697674418604,"white","2"
"164",2.87218045112781,2.17391304347826,3.27710843373494,2.84969325153374,2.18604651162791,"white","3"
"165",2.71602082128397,2.95652173913043,2.89759036144578,2.72546012269939,4,"white","2"
"166",2.75072296124927,3.34782608695652,2.95180722891566,2.71165644171779,4.06976744186047,"white","2"
"167",2.78542510121456,3.08695652173913,3.49397590361446,2.1180981595092,3.93023255813954,"white","3"
"168",1.43204164256796,7,1.97590361445783,1.24846625766871,3.51162790697674,"white","4"
"169",2.68131868131868,2.69565217391304,2.68072289156627,2.15260736196319,3.51162790697674,"white","2"
"170",2.50780798149219,3.60869565217391,3.60240963855422,2.27684049079755,2.04651162790698,"white","2"
"171",1.60555234239445,7.1304347826087,3.49397590361446,1.12423312883436,3.7906976744186,"white","3"
"172",1.79641411220358,4.91304347826087,3.43975903614458,1.12423312883436,3.86046511627907,"white","3"
"173",1.53614806246384,5.43478260869565,3.00602409638554,1.02760736196319,3.16279069767442,"white","1"
"174",1.81376518218623,5.56521739130435,3.33132530120482,1.54524539877301,5.3953488372093,"white","4"
"175",3.06304222093695,3.8695652173913,2.68072289156627,3.36042944785276,3.58139534883721,"white","2"
"176",1.96992481203007,5.43478260869565,3.16867469879518,1.95245398773006,3.72093023255814,"white","3"
"177",1.67495662232503,7,3.54819277108434,1.62116564417178,3.16279069767442,"white","1"
"178",2.75072296124927,2.82608695652174,2.62650602409639,2.6978527607362,4.90697674418604,"white","2"
"179",2.03932909196066,1.91304347826087,1.37951807228916,1.08282208588957,3.72093023255814,"white","1"
"180",2.36899942163099,2.56521739130435,2.73493975903614,1.67638036809816,4.27906976744186,"white","3"
"181",2.38635049161364,2.69565217391304,2.68072289156627,1.67638036809816,4.27906976744186,"white","3"
"182",2.12608444187392,2.56521739130435,1.81325301204819,1.08282208588957,3.58139534883721,"white","2"
"183",3.41006362058991,1.91304347826087,3.16867469879518,3.95398773006135,2.46511627906977,"white","2"
"184",2.87218045112781,3.08695652173913,3.16867469879518,2.84969325153374,4.2093023255814,"white","3"
"185",2.71602082128397,2.69565217391304,4.03614457831325,2.55981595092025,3.09302325581395,"white","2"
"186",2.75072296124927,2.69565217391304,4.03614457831325,2.55981595092025,3.09302325581395,"white","2"
"187",2.43840370156158,3.47826086956522,3.22289156626506,2.21472392638037,3.7906976744186,"white","3"
"188",1.91787160208211,4.91304347826087,2.24698795180723,1.49693251533742,4,"white","2"
"189",1.60555234239445,7.1304347826087,2.89759036144578,1.44171779141104,4.76744186046511,"white","5"
"190",2.57721226142278,2.17391304347826,2.51807228915663,2.09049079754601,3.58139534883721,"white","1"
"191",2.57721226142278,2.17391304347826,2.51807228915663,2.09049079754601,3.58139534883721,"white","3"
"192",3.41006362058991,1.91304347826087,3.16867469879518,3.95398773006135,2.46511627906977,"white","2"
"193",1.98727588201272,5.43478260869565,2.95180722891566,2.02147239263804,3.09302325581395,"white","3"
"194",2.2301908617698,3.08695652173913,2.8433734939759,1.62116564417178,5.46511627906977,"white","2"
"195",2.2301908617698,2.43478260869565,3.3855421686747,1.41411042944785,3.09302325581395,"white","2"
"196",2.2301908617698,2.43478260869565,3.43975903614458,1.40030674846626,3.09302325581395,"white","3"
"197",2.2301908617698,2.43478260869565,3.3855421686747,1.41411042944785,3.02325581395349,"white","2"
"198",2.55986119144013,2.17391304347826,2.30120481927711,1.99386503067485,3.86046511627907,"white","2"
"199",2.88953152111046,2.04347826086957,2.30120481927711,2.72546012269939,3.65116279069767,"white","2"
"200",2.55986119144013,2.17391304347826,2.30120481927711,1.99386503067485,3.86046511627907,"white","2"
"201",2.95893580104105,2.69565217391304,2.40963855421687,3.13957055214724,4,"white","2"
"202",2.88953152111046,2.04347826086957,2.30120481927711,2.72546012269939,3.65116279069767,"white","2"
"203",2.76807403123191,3.08695652173913,2.73493975903614,2.73926380368098,4.34883720930233,"white","2"
"204",2.35164835164835,6.21739130434783,2.8433734939759,2.83588957055215,5.25581395348837,"white","3"
"205",1.91787160208211,3.8695652173913,2.89759036144578,1.23466257668712,4.90697674418604,"white","1"
"206",2.75072296124927,2.04347826086957,3.71084337349398,2.51840490797546,4,"white","2"
"207",2.50780798149219,2.56521739130435,2.73493975903614,2.06288343558282,4.41860465116279,"white","2"
"208",2.68131868131868,3.47826086956522,5.7710843373494,1.77300613496933,2.88372093023256,"white","1"
"209",2.16078658183921,3.8695652173913,2.57228915662651,1.22085889570552,5.18604651162791,"white","2"
"210",2.02197802197801,2.95652173913043,2.68072289156627,1.04141104294479,4.48837209302326,"white","3"
"211",2.1954887218045,4.26086956521739,2.35542168674699,2.25613496932515,5.11627906976744,"white","2"
"212",1.81376518218623,5.17391304347826,3.06024096385542,1.11042944785276,5.18604651162791,"white","4"
"213",2.50780798149219,2.56521739130435,2.73493975903614,2.06288343558282,4.41860465116279,"white","2"
"214",2.26489300173509,3.21739130434782,2.57228915662651,1.64877300613497,6.02325581395349,"white","3"
"215",1.70965876229033,5.04347826086956,2.35542168674699,1.11042944785276,5.04651162790698,"white","4"
"216",2.55986119144013,2.82608695652174,2.30120481927711,2.18711656441718,5.11627906976744,"white","2"
"217",2.17813765182186,4.91304347826087,2.95180722891566,1.88343558282209,3.16279069767442,"white","2"
"218",2.55986119144013,2.82608695652174,2.30120481927711,2.18711656441718,5.11627906976744,"white","2"
"219",3.0456911509543,2.82608695652174,2.30120481927711,3.33282208588957,5.11627906976744,"white","2"
"220",2.16078658183921,4.91304347826087,2.95180722891566,1.88343558282209,3.23255813953488,"white","2"
"221",2.17813765182186,4.91304347826087,2.95180722891566,1.88343558282209,3.16279069767442,"white","2"
"222",2.73337189126662,2.43478260869565,2.13855421686747,2.22852760736196,2.95348837209302,"white","3"
"223",1.70965876229033,5.04347826086956,2.35542168674699,1.11042944785276,5.04651162790698,"white","4"
"224",2.12608444187392,2.43478260869565,2.62650602409639,1.02760736196319,5.88372093023256,"white","3"
"225",2.00462695199537,4.1304347826087,2.19277108433735,1.16564417177914,5.67441860465116,"white","3"
"226",3.20185078079815,1.91304347826087,3.22289156626506,3.37423312883436,5.18604651162791,"white","2"
"227",2.16078658183921,3.21739130434782,2.73493975903614,1.24846625766871,6.44186046511628,"white","3"
"228",2.69866975130132,2.43478260869565,2.73493975903614,2.33895705521472,4.13953488372093,"white","3"
"229",2.16078658183921,3.21739130434782,2.73493975903614,1.24846625766871,6.44186046511628,"white","3"
"230",3.20185078079815,1.91304347826087,3.22289156626506,3.37423312883436,5.18604651162791,"white","2"
"231",2.75072296124927,2.17391304347826,1.43373493975904,2.25613496932515,5.53488372093023,"white","1"
"232",2.82012724117987,3.08695652173913,3.16867469879518,1.99386503067485,5.32558139534884,"white","3"
"233",2.82012724117987,2.95652173913043,3.1144578313253,1.99386503067485,5.11627906976744,"white","3"
"234",2.87218045112781,2.30434782608696,3.06024096385542,2.89110429447853,3.58139534883721,"white","3"
"235",2.87218045112781,2.30434782608696,3.06024096385542,2.89110429447853,3.58139534883721,"white","3"
"236",2.87218045112781,2.30434782608696,3.06024096385542,2.89110429447853,3.58139534883721,"white","3"
"237",2.87218045112781,2.30434782608696,3.06024096385542,2.89110429447853,3.58139534883721,"white","3"
"238",2.75072296124927,3.08695652173913,2.73493975903614,2.73926380368098,4.83720930232558,"white","3"
"239",1.81376518218623,5.04347826086956,4.19879518072289,1.11042944785276,5.32558139534884,"white","4"
"240",2.92423366107576,3.08695652173913,2.13855421686747,3.06365030674847,6.30232558139535,"white","3"
"241",2.97628687102372,1.91304347826087,2.24698795180723,2.80828220858896,4.34883720930233,"white","2"
"242",2.26489300173509,4.1304347826087,2.40963855421687,1.99386503067485,3.86046511627907,"white","2"
"243",1.55349913244649,5.43478260869565,3.00602409638554,1.24846625766871,4,"white","4"
"244",2.0913823019086,3.21739130434782,2.8433734939759,1.2898773006135,5.04651162790698,"white","3"
"245",2.80277617119723,1.91304347826087,4.03614457831325,2.46319018404908,3.93023255813954,"white","2"
"246",1.90052053209947,5.30434782608696,2.95180722891566,1.19325153374233,5.53488372093023,"white","3"
"247",1.50144592249855,7,2.46385542168675,1.20705521472393,4.06976744186047,"white","4"
"248",1.5882012724118,4.78260869565217,2.46385542168675,1.11042944785276,4.69767441860465,"white","4"
"249",1.5882012724118,4.78260869565217,2.40963855421687,1.11042944785276,4.69767441860465,"white","4"
"250",2.54251012145748,3.60869565217391,1.75903614457831,2.35276073619632,5.6046511627907,"white","2"
"251",2.61191440138807,3.60869565217391,2.51807228915663,1.5521472392638,7.97674418604651,"white","1"
"252",2.88953152111046,3.34782608695652,2.13855421686747,3.15337423312883,3.09302325581395,"white","0"
"253",2.80277617119723,1.91304347826087,4.03614457831325,2.46319018404908,3.93023255813954,"white","2"
"254",1.72700983227298,5.82608695652174,3.3855421686747,1.40030674846626,6.65116279069767,"white","0"
"255",2.05668016194331,2.69565217391304,3.1144578313253,1.12423312883436,4.41860465116279,"white","3"
"256",2.10873337189127,3.08695652173913,3.1144578313253,1.06901840490798,5.18604651162791,"white","5"
"257",1.96992481203007,4.91304347826087,2.62650602409639,1.70398773006135,4.83720930232558,"white","4"
"258",1.96992481203007,4.91304347826087,2.62650602409639,1.70398773006135,4.83720930232558,"white","4"
"259",1.70965876229033,5.95652173913043,3.1144578313253,1.16564417177914,5.18604651162791,"white","3"
"260",1.57085020242913,5.43478260869565,3.06024096385542,1.04141104294479,4.90697674418604,"white","1"
"261",2.17813765182186,3.8695652173913,2.89759036144578,1.66257668711656,5.18604651162791,"white","3"
"262",3.16714864083285,2.17391304347826,3.16867469879518,3.60199386503067,2.46511627906977,"white","2"
"263",2.26489300173509,3.8695652173913,3.16867469879518,2.04907975460123,4.13953488372093,"white","2"
"264",2.83747831116252,3.08695652173913,3.16867469879518,2.79447852760736,3.51162790697674,"white","3"
"265",1.70965876229033,4.39130434782609,2.89759036144578,1.08282208588957,3.65116279069767,"white","3"
"266",3.16714864083285,2.17391304347826,3.16867469879518,3.60199386503067,2.46511627906977,"white","2"
"267",2.62926547137074,2.56521739130435,2.40963855421687,2.06288343558282,4.69767441860465,"white","3"
"268",2.26489300173509,3.21739130434782,1.37951807228916,1.86963190184049,5.32558139534884,"white","2"
"269",2.28224407171776,3.21739130434782,1.37951807228916,1.89723926380368,5.32558139534884,"white","3"
"270",2.26489300173509,3.21739130434782,1.37951807228916,1.88343558282209,5.32558139534884,"white","3"
"271",2.62926547137074,2.56521739130435,2.40963855421687,2.06288343558282,4.69767441860465,"white","3"
"272",2.26489300173509,3.21739130434782,1.37951807228916,1.88343558282209,5.25581395348837,"white","2"
"273",2.75072296124927,2.69565217391304,2.40963855421687,2.72546012269939,4.97674418604651,"white","2"
"274",2.35164835164835,2.30434782608696,2.62650602409639,1.62116564417178,4.62790697674419,"white","2"
"275",2.64661654135338,2.95652173913043,3.92771084337349,2.3941717791411,3.30232558139535,"white","2"
"276",2.43840370156158,3.34782608695652,3.22289156626506,2.14570552147239,3.93023255813954,"white","3"
"277",2.43840370156158,3.34782608695652,3.22289156626506,2.17331288343558,3.93023255813954,"white","3"
"278",1.76171197223829,4.39130434782609,3.16867469879518,1.06901840490798,2.18604651162791,"white","2"
"279",1.83111625216888,4.39130434782609,2.8433734939759,1.08282208588957,3.30232558139535,"white","1"
"280",1.77906304222094,6.73913043478261,3.6566265060241,1.5659509202454,4.76744186046511,"white","4"
"281",1.50144592249855,7,2.95180722891566,1.30368098159509,4.27906976744186,"white","5"
"282",1.65760555234239,6.60869565217391,4.14457831325301,1.60736196319018,5.04651162790698,"white","5"
"283",2.16078658183921,4.26086956521739,3.00602409638554,1.62116564417178,3.51162790697674,"white","1"
"284",2.92423366107576,2.69565217391304,2.62650602409639,3.07055214723926,4.27906976744186,"white","2"
"285",3.02834008097166,2.04347826086957,2.30120481927711,3.04294478527607,3.7906976744186,"white","2"
"286",2.55986119144013,2.04347826086957,2.35542168674699,1.91104294478528,3.51162790697674,"white","2"
